FirstPractice,season,raceName,ThirdPractice,SecondPractice,Qualifying,round,time,date,Circuit,url,Sprint
,2004,Canadian Grand Prix,,,,8,,2004-06-13,"{'circuitId': 'villeneuve', 'url': 'http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve', 'circuitName': 'Circuit Gilles Villeneuve', 'Location': {'lat': '45.5', 'long': '-73.5228', 'locality': 'Montreal', 'country': 'Canada'}}",http://en.wikipedia.org/wiki/2004_Canadian_Grand_Prix,
,2004,United States Grand Prix,,,,9,,2004-06-20,"{'circuitId': 'indianapolis', 'url': 'http://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway', 'circuitName': 'Indianapolis Motor Speedway', 'Location': {'lat': '39.795', 'long': '-86.2347', 'locality': 'Indianapolis', 'country': 'USA'}}",http://en.wikipedia.org/wiki/2004_United_States_Grand_Prix,
,2004,French Grand Prix,,,,10,,2004-07-04,"{'circuitId': 'magny_cours', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours', 'circuitName': 'Circuit de Nevers Magny-Cours', 'Location': {'lat': '46.8642', 'long': '3.16361', 'locality': 'Magny Cours', 'country': 'France'}}",http://en.wikipedia.org/wiki/2004_French_Grand_Prix,
,2004,British Grand Prix,,,,11,,2004-07-11,"{'circuitId': 'silverstone', 'url': 'http://en.wikipedia.org/wiki/Silverstone_Circuit', 'circuitName': 'Silverstone Circuit', 'Location': {'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}}",http://en.wikipedia.org/wiki/2004_British_Grand_Prix,
,2004,German Grand Prix,,,,12,,2004-07-25,"{'circuitId': 'hockenheimring', 'url': 'http://en.wikipedia.org/wiki/Hockenheimring', 'circuitName': 'Hockenheimring', 'Location': {'lat': '49.3278', 'long': '8.56583', 'locality': 'Hockenheim', 'country': 'Germany'}}",http://en.wikipedia.org/wiki/2004_German_Grand_Prix,
,2004,Hungarian Grand Prix,,,,13,,2004-08-15,"{'circuitId': 'hungaroring', 'url': 'http://en.wikipedia.org/wiki/Hungaroring', 'circuitName': 'Hungaroring', 'Location': {'lat': '47.5789', 'long': '19.2486', 'locality': 'Budapest', 'country': 'Hungary'}}",http://en.wikipedia.org/wiki/2004_Hungarian_Grand_Prix,
,2004,Belgian Grand Prix,,,,14,,2004-08-29,"{'circuitId': 'spa', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps', 'circuitName': 'Circuit de Spa-Francorchamps', 'Location': {'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}}",http://en.wikipedia.org/wiki/2004_Belgian_Grand_Prix,
,2004,Italian Grand Prix,,,,15,,2004-09-12,"{'circuitId': 'monza', 'url': 'http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza', 'circuitName': 'Autodromo Nazionale di Monza', 'Location': {'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}}",http://en.wikipedia.org/wiki/2004_Italian_Grand_Prix,
,2004,Chinese Grand Prix,,,,16,,2004-09-26,"{'circuitId': 'shanghai', 'url': 'http://en.wikipedia.org/wiki/Shanghai_International_Circuit', 'circuitName': 'Shanghai International Circuit', 'Location': {'lat': '31.3389', 'long': '121.22', 'locality': 'Shanghai', 'country': 'China'}}",http://en.wikipedia.org/wiki/2004_Chinese_Grand_Prix,
,2004,Japanese Grand Prix,,,,17,,2004-10-10,"{'circuitId': 'suzuka', 'url': 'http://en.wikipedia.org/wiki/Suzuka_Circuit', 'circuitName': 'Suzuka Circuit', 'Location': {'lat': '34.8431', 'long': '136.541', 'locality': 'Suzuka', 'country': 'Japan'}}",http://en.wikipedia.org/wiki/2004_Japanese_Grand_Prix,
,2004,Brazilian Grand Prix,,,,18,,2004-10-24,"{'circuitId': 'interlagos', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace', 'circuitName': 'Autódromo José Carlos Pace', 'Location': {'lat': '-23.7036', 'long': '-46.6997', 'locality': 'São Paulo', 'country': 'Brazil'}}",http://en.wikipedia.org/wiki/2004_Brazilian_Grand_Prix,
,2005,Australian Grand Prix,,,,1,14:00:00Z,2005-03-06,"{'circuitId': 'albert_park', 'url': 'http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit', 'circuitName': 'Albert Park Grand Prix Circuit', 'Location': {'lat': '-37.8497', 'long': '144.968', 'locality': 'Melbourne', 'country': 'Australia'}}",http://en.wikipedia.org/wiki/2005_Australian_Grand_Prix,
,2005,Malaysian Grand Prix,,,,2,15:00:00Z,2005-03-20,"{'circuitId': 'sepang', 'url': 'http://en.wikipedia.org/wiki/Sepang_International_Circuit', 'circuitName': 'Sepang International Circuit', 'Location': {'lat': '2.76083', 'long': '101.738', 'locality': 'Kuala Lumpur', 'country': 'Malaysia'}}",http://en.wikipedia.org/wiki/2005_Malaysian_Grand_Prix,
,2005,Bahrain Grand Prix,,,,3,14:30:00Z,2005-04-03,"{'circuitId': 'bahrain', 'url': 'http://en.wikipedia.org/wiki/Bahrain_International_Circuit', 'circuitName': 'Bahrain International Circuit', 'Location': {'lat': '26.0325', 'long': '50.5106', 'locality': 'Sakhir', 'country': 'Bahrain'}}",http://en.wikipedia.org/wiki/2005_Bahrain_Grand_Prix,
,2005,San Marino Grand Prix,,,,4,14:00:00Z,2005-04-24,"{'circuitId': 'imola', 'url': 'http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari', 'circuitName': 'Autodromo Enzo e Dino Ferrari', 'Location': {'lat': '44.3439', 'long': '11.7167', 'locality': 'Imola', 'country': 'Italy'}}",http://en.wikipedia.org/wiki/2005_San_Marino_Grand_Prix,
,2005,Spanish Grand Prix,,,,5,14:00:00Z,2005-05-08,"{'circuitId': 'catalunya', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya', 'circuitName': 'Circuit de Barcelona-Catalunya', 'Location': {'lat': '41.57', 'long': '2.26111', 'locality': 'Montmeló', 'country': 'Spain'}}",http://en.wikipedia.org/wiki/2005_Spanish_Grand_Prix,
,2005,Monaco Grand Prix,,,,6,14:00:00Z,2005-05-22,"{'circuitId': 'monaco', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Monaco', 'circuitName': 'Circuit de Monaco', 'Location': {'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}}",http://en.wikipedia.org/wiki/2005_Monaco_Grand_Prix,
,2005,European Grand Prix,,,,7,14:00:00Z,2005-05-29,"{'circuitId': 'nurburgring', 'url': 'http://en.wikipedia.org/wiki/N%C3%BCrburgring', 'circuitName': 'Nürburgring', 'Location': {'lat': '50.3356', 'long': '6.9475', 'locality': 'Nürburg', 'country': 'Germany'}}",http://en.wikipedia.org/wiki/2005_European_Grand_Prix,
,2005,Canadian Grand Prix,,,,8,13:00:00Z,2005-06-12,"{'circuitId': 'villeneuve', 'url': 'http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve', 'circuitName': 'Circuit Gilles Villeneuve', 'Location': {'lat': '45.5', 'long': '-73.5228', 'locality': 'Montreal', 'country': 'Canada'}}",http://en.wikipedia.org/wiki/2005_Canadian_Grand_Prix,
,2005,United States Grand Prix,,,,9,14:00:00Z,2005-06-19,"{'circuitId': 'indianapolis', 'url': 'http://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway', 'circuitName': 'Indianapolis Motor Speedway', 'Location': {'lat': '39.795', 'long': '-86.2347', 'locality': 'Indianapolis', 'country': 'USA'}}",http://en.wikipedia.org/wiki/2005_United_States_Grand_Prix,
,2005,French Grand Prix,,,,10,14:00:00Z,2005-07-03,"{'circuitId': 'magny_cours', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours', 'circuitName': 'Circuit de Nevers Magny-Cours', 'Location': {'lat': '46.8642', 'long': '3.16361', 'locality': 'Magny Cours', 'country': 'France'}}",http://en.wikipedia.org/wiki/2005_French_Grand_Prix,
,2005,British Grand Prix,,,,11,14:00:00Z,2005-07-10,"{'circuitId': 'silverstone', 'url': 'http://en.wikipedia.org/wiki/Silverstone_Circuit', 'circuitName': 'Silverstone Circuit', 'Location': {'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}}",http://en.wikipedia.org/wiki/2005_British_Grand_Prix,
,2005,German Grand Prix,,,,12,14:00:00Z,2005-07-24,"{'circuitId': 'hockenheimring', 'url': 'http://en.wikipedia.org/wiki/Hockenheimring', 'circuitName': 'Hockenheimring', 'Location': {'lat': '49.3278', 'long': '8.56583', 'locality': 'Hockenheim', 'country': 'Germany'}}",http://en.wikipedia.org/wiki/2005_German_Grand_Prix,
,2005,Hungarian Grand Prix,,,,13,14:00:00Z,2005-07-31,"{'circuitId': 'hungaroring', 'url': 'http://en.wikipedia.org/wiki/Hungaroring', 'circuitName': 'Hungaroring', 'Location': {'lat': '47.5789', 'long': '19.2486', 'locality': 'Budapest', 'country': 'Hungary'}}",http://en.wikipedia.org/wiki/2005_Hungarian_Grand_Prix,
,2005,Turkish Grand Prix,,,,14,15:00:00Z,2005-08-21,"{'circuitId': 'istanbul', 'url': 'http://en.wikipedia.org/wiki/Istanbul_Park', 'circuitName': 'Istanbul Park', 'Location': {'lat': '40.9517', 'long': '29.405', 'locality': 'Istanbul', 'country': 'Turkey'}}",http://en.wikipedia.org/wiki/2005_Turkish_Grand_Prix,
,2005,Italian Grand Prix,,,,15,14:00:00Z,2005-09-04,"{'circuitId': 'monza', 'url': 'http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza', 'circuitName': 'Autodromo Nazionale di Monza', 'Location': {'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}}",http://en.wikipedia.org/wiki/2005_Italian_Grand_Prix,
,2005,Belgian Grand Prix,,,,16,14:00:00Z,2005-09-11,"{'circuitId': 'spa', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps', 'circuitName': 'Circuit de Spa-Francorchamps', 'Location': {'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}}",http://en.wikipedia.org/wiki/2005_Belgian_Grand_Prix,
,2005,Brazilian Grand Prix,,,,17,14:00:00Z,2005-09-25,"{'circuitId': 'interlagos', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace', 'circuitName': 'Autódromo José Carlos Pace', 'Location': {'lat': '-23.7036', 'long': '-46.6997', 'locality': 'São Paulo', 'country': 'Brazil'}}",http://en.wikipedia.org/wiki/2005_Brazilian_Grand_Prix,
,2005,Japanese Grand Prix,,,,18,14:00:00Z,2005-10-09,"{'circuitId': 'suzuka', 'url': 'http://en.wikipedia.org/wiki/Suzuka_Circuit', 'circuitName': 'Suzuka Circuit', 'Location': {'lat': '34.8431', 'long': '136.541', 'locality': 'Suzuka', 'country': 'Japan'}}",http://en.wikipedia.org/wiki/2005_Japanese_Grand_Prix,
,2005,Chinese Grand Prix,,,,19,14:00:00Z,2005-10-16,"{'circuitId': 'shanghai', 'url': 'http://en.wikipedia.org/wiki/Shanghai_International_Circuit', 'circuitName': 'Shanghai International Circuit', 'Location': {'lat': '31.3389', 'long': '121.22', 'locality': 'Shanghai', 'country': 'China'}}",http://en.wikipedia.org/wiki/2005_Chinese_Grand_Prix,
,2006,Bahrain Grand Prix,,,,1,14:30:00Z,2006-03-12,"{'circuitId': 'bahrain', 'url': 'http://en.wikipedia.org/wiki/Bahrain_International_Circuit', 'circuitName': 'Bahrain International Circuit', 'Location': {'lat': '26.0325', 'long': '50.5106', 'locality': 'Sakhir', 'country': 'Bahrain'}}",http://en.wikipedia.org/wiki/2006_Bahrain_Grand_Prix,
,2006,Malaysian Grand Prix,,,,2,15:00:00Z,2006-03-19,"{'circuitId': 'sepang', 'url': 'http://en.wikipedia.org/wiki/Sepang_International_Circuit', 'circuitName': 'Sepang International Circuit', 'Location': {'lat': '2.76083', 'long': '101.738', 'locality': 'Kuala Lumpur', 'country': 'Malaysia'}}",http://en.wikipedia.org/wiki/2006_Malaysian_Grand_Prix,
,2006,Australian Grand Prix,,,,3,14:00:00Z,2006-04-02,"{'circuitId': 'albert_park', 'url': 'http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit', 'circuitName': 'Albert Park Grand Prix Circuit', 'Location': {'lat': '-37.8497', 'long': '144.968', 'locality': 'Melbourne', 'country': 'Australia'}}",http://en.wikipedia.org/wiki/2006_Australian_Grand_Prix,
,2006,San Marino Grand Prix,,,,4,14:00:00Z,2006-04-23,"{'circuitId': 'imola', 'url': 'http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari', 'circuitName': 'Autodromo Enzo e Dino Ferrari', 'Location': {'lat': '44.3439', 'long': '11.7167', 'locality': 'Imola', 'country': 'Italy'}}",http://en.wikipedia.org/wiki/2006_San_Marino_Grand_Prix,
,2006,European Grand Prix,,,,5,14:00:00Z,2006-05-07,"{'circuitId': 'nurburgring', 'url': 'http://en.wikipedia.org/wiki/N%C3%BCrburgring', 'circuitName': 'Nürburgring', 'Location': {'lat': '50.3356', 'long': '6.9475', 'locality': 'Nürburg', 'country': 'Germany'}}",http://en.wikipedia.org/wiki/2006_European_Grand_Prix,
,2006,Spanish Grand Prix,,,,6,14:00:00Z,2006-05-14,"{'circuitId': 'catalunya', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya', 'circuitName': 'Circuit de Barcelona-Catalunya', 'Location': {'lat': '41.57', 'long': '2.26111', 'locality': 'Montmeló', 'country': 'Spain'}}",http://en.wikipedia.org/wiki/2006_Spanish_Grand_Prix,
,2006,Monaco Grand Prix,,,,7,14:00:00Z,2006-05-28,"{'circuitId': 'monaco', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Monaco', 'circuitName': 'Circuit de Monaco', 'Location': {'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}}",http://en.wikipedia.org/wiki/2006_Monaco_Grand_Prix,
,2006,British Grand Prix,,,,8,12:00:00Z,2006-06-11,"{'circuitId': 'silverstone', 'url': 'http://en.wikipedia.org/wiki/Silverstone_Circuit', 'circuitName': 'Silverstone Circuit', 'Location': {'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}}",http://en.wikipedia.org/wiki/2006_British_Grand_Prix,
,2006,Canadian Grand Prix,,,,9,13:00:00Z,2006-06-25,"{'circuitId': 'villeneuve', 'url': 'http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve', 'circuitName': 'Circuit Gilles Villeneuve', 'Location': {'lat': '45.5', 'long': '-73.5228', 'locality': 'Montreal', 'country': 'Canada'}}",http://en.wikipedia.org/wiki/2006_Canadian_Grand_Prix,
,2006,United States Grand Prix,,,,10,14:00:00Z,2006-07-02,"{'circuitId': 'indianapolis', 'url': 'http://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway', 'circuitName': 'Indianapolis Motor Speedway', 'Location': {'lat': '39.795', 'long': '-86.2347', 'locality': 'Indianapolis', 'country': 'USA'}}",http://en.wikipedia.org/wiki/2006_United_States_Grand_Prix,
,2006,French Grand Prix,,,,11,14:00:00Z,2006-07-16,"{'circuitId': 'magny_cours', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours', 'circuitName': 'Circuit de Nevers Magny-Cours', 'Location': {'lat': '46.8642', 'long': '3.16361', 'locality': 'Magny Cours', 'country': 'France'}}",http://en.wikipedia.org/wiki/2006_French_Grand_Prix,
,2006,German Grand Prix,,,,12,14:00:00Z,2006-07-30,"{'circuitId': 'hockenheimring', 'url': 'http://en.wikipedia.org/wiki/Hockenheimring', 'circuitName': 'Hockenheimring', 'Location': {'lat': '49.3278', 'long': '8.56583', 'locality': 'Hockenheim', 'country': 'Germany'}}",http://en.wikipedia.org/wiki/2006_German_Grand_Prix,
,2006,Hungarian Grand Prix,,,,13,14:00:00Z,2006-08-06,"{'circuitId': 'hungaroring', 'url': 'http://en.wikipedia.org/wiki/Hungaroring', 'circuitName': 'Hungaroring', 'Location': {'lat': '47.5789', 'long': '19.2486', 'locality': 'Budapest', 'country': 'Hungary'}}",http://en.wikipedia.org/wiki/2006_Hungarian_Grand_Prix,
,2006,Turkish Grand Prix,,,,14,15:00:00Z,2006-08-27,"{'circuitId': 'istanbul', 'url': 'http://en.wikipedia.org/wiki/Istanbul_Park', 'circuitName': 'Istanbul Park', 'Location': {'lat': '40.9517', 'long': '29.405', 'locality': 'Istanbul', 'country': 'Turkey'}}",http://en.wikipedia.org/wiki/2006_Turkish_Grand_Prix,
,2006,Italian Grand Prix,,,,15,14:00:00Z,2006-09-10,"{'circuitId': 'monza', 'url': 'http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza', 'circuitName': 'Autodromo Nazionale di Monza', 'Location': {'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}}",http://en.wikipedia.org/wiki/2006_Italian_Grand_Prix,
,2006,Chinese Grand Prix,,,,16,14:00:00Z,2006-10-01,"{'circuitId': 'shanghai', 'url': 'http://en.wikipedia.org/wiki/Shanghai_International_Circuit', 'circuitName': 'Shanghai International Circuit', 'Location': {'lat': '31.3389', 'long': '121.22', 'locality': 'Shanghai', 'country': 'China'}}",http://en.wikipedia.org/wiki/2006_Chinese_Grand_Prix,
,2006,Japanese Grand Prix,,,,17,14:00:00Z,2006-10-08,"{'circuitId': 'suzuka', 'url': 'http://en.wikipedia.org/wiki/Suzuka_Circuit', 'circuitName': 'Suzuka Circuit', 'Location': {'lat': '34.8431', 'long': '136.541', 'locality': 'Suzuka', 'country': 'Japan'}}",http://en.wikipedia.org/wiki/2006_Japanese_Grand_Prix,
,2006,Brazilian Grand Prix,,,,18,14:00:00Z,2006-10-22,"{'circuitId': 'interlagos', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace', 'circuitName': 'Autódromo José Carlos Pace', 'Location': {'lat': '-23.7036', 'long': '-46.6997', 'locality': 'São Paulo', 'country': 'Brazil'}}",http://en.wikipedia.org/wiki/2006_Brazilian_Grand_Prix,
,2007,Australian Grand Prix,,,,1,03:00:00Z,2007-03-18,"{'circuitId': 'albert_park', 'url': 'http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit', 'circuitName': 'Albert Park Grand Prix Circuit', 'Location': {'lat': '-37.8497', 'long': '144.968', 'locality': 'Melbourne', 'country': 'Australia'}}",http://en.wikipedia.org/wiki/2007_Australian_Grand_Prix,
,2007,Malaysian Grand Prix,,,,2,07:00:00Z,2007-04-08,"{'circuitId': 'sepang', 'url': 'http://en.wikipedia.org/wiki/Sepang_International_Circuit', 'circuitName': 'Sepang International Circuit', 'Location': {'lat': '2.76083', 'long': '101.738', 'locality': 'Kuala Lumpur', 'country': 'Malaysia'}}",http://en.wikipedia.org/wiki/2007_Malaysian_Grand_Prix,
,2007,Bahrain Grand Prix,,,,3,11:30:00Z,2007-04-15,"{'circuitId': 'bahrain', 'url': 'http://en.wikipedia.org/wiki/Bahrain_International_Circuit', 'circuitName': 'Bahrain International Circuit', 'Location': {'lat': '26.0325', 'long': '50.5106', 'locality': 'Sakhir', 'country': 'Bahrain'}}",http://en.wikipedia.org/wiki/2007_Bahrain_Grand_Prix,
,2007,Spanish Grand Prix,,,,4,12:00:00Z,2007-05-13,"{'circuitId': 'catalunya', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya', 'circuitName': 'Circuit de Barcelona-Catalunya', 'Location': {'lat': '41.57', 'long': '2.26111', 'locality': 'Montmeló', 'country': 'Spain'}}",http://en.wikipedia.org/wiki/2007_Spanish_Grand_Prix,
,2007,Monaco Grand Prix,,,,5,12:00:00Z,2007-05-27,"{'circuitId': 'monaco', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Monaco', 'circuitName': 'Circuit de Monaco', 'Location': {'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}}",http://en.wikipedia.org/wiki/2007_Monaco_Grand_Prix,
,2007,Canadian Grand Prix,,,,6,17:00:00Z,2007-06-10,"{'circuitId': 'villeneuve', 'url': 'http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve', 'circuitName': 'Circuit Gilles Villeneuve', 'Location': {'lat': '45.5', 'long': '-73.5228', 'locality': 'Montreal', 'country': 'Canada'}}",http://en.wikipedia.org/wiki/2007_Canadian_Grand_Prix,
,2007,United States Grand Prix,,,,7,17:00:00Z,2007-06-17,"{'circuitId': 'indianapolis', 'url': 'http://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway', 'circuitName': 'Indianapolis Motor Speedway', 'Location': {'lat': '39.795', 'long': '-86.2347', 'locality': 'Indianapolis', 'country': 'USA'}}",http://en.wikipedia.org/wiki/2007_United_States_Grand_Prix,
,2007,French Grand Prix,,,,8,12:00:00Z,2007-07-01,"{'circuitId': 'magny_cours', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours', 'circuitName': 'Circuit de Nevers Magny-Cours', 'Location': {'lat': '46.8642', 'long': '3.16361', 'locality': 'Magny Cours', 'country': 'France'}}",http://en.wikipedia.org/wiki/2007_French_Grand_Prix,
,2007,British Grand Prix,,,,9,12:00:00Z,2007-07-08,"{'circuitId': 'silverstone', 'url': 'http://en.wikipedia.org/wiki/Silverstone_Circuit', 'circuitName': 'Silverstone Circuit', 'Location': {'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}}",http://en.wikipedia.org/wiki/2007_British_Grand_Prix,
,2007,European Grand Prix,,,,10,12:00:00Z,2007-07-22,"{'circuitId': 'nurburgring', 'url': 'http://en.wikipedia.org/wiki/N%C3%BCrburgring', 'circuitName': 'Nürburgring', 'Location': {'lat': '50.3356', 'long': '6.9475', 'locality': 'Nürburg', 'country': 'Germany'}}",http://en.wikipedia.org/wiki/2007_European_Grand_Prix,
,2007,Hungarian Grand Prix,,,,11,12:00:00Z,2007-08-05,"{'circuitId': 'hungaroring', 'url': 'http://en.wikipedia.org/wiki/Hungaroring', 'circuitName': 'Hungaroring', 'Location': {'lat': '47.5789', 'long': '19.2486', 'locality': 'Budapest', 'country': 'Hungary'}}",http://en.wikipedia.org/wiki/2007_Hungarian_Grand_Prix,
,2007,Turkish Grand Prix,,,,12,12:00:00Z,2007-08-26,"{'circuitId': 'istanbul', 'url': 'http://en.wikipedia.org/wiki/Istanbul_Park', 'circuitName': 'Istanbul Park', 'Location': {'lat': '40.9517', 'long': '29.405', 'locality': 'Istanbul', 'country': 'Turkey'}}",http://en.wikipedia.org/wiki/2007_Turkish_Grand_Prix,
,2007,Italian Grand Prix,,,,13,12:00:00Z,2007-09-09,"{'circuitId': 'monza', 'url': 'http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza', 'circuitName': 'Autodromo Nazionale di Monza', 'Location': {'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}}",http://en.wikipedia.org/wiki/2007_Italian_Grand_Prix,
,2007,Belgian Grand Prix,,,,14,12:00:00Z,2007-09-16,"{'circuitId': 'spa', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps', 'circuitName': 'Circuit de Spa-Francorchamps', 'Location': {'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}}",http://en.wikipedia.org/wiki/2007_Belgian_Grand_Prix,
,2007,Japanese Grand Prix,,,,15,04:30:00Z,2007-09-30,"{'circuitId': 'fuji', 'url': 'http://en.wikipedia.org/wiki/Fuji_Speedway', 'circuitName': 'Fuji Speedway', 'Location': {'lat': '35.3717', 'long': '138.927', 'locality': 'Oyama', 'country': 'Japan'}}",http://en.wikipedia.org/wiki/2007_Japanese_Grand_Prix,
,2007,Chinese Grand Prix,,,,16,06:00:00Z,2007-10-07,"{'circuitId': 'shanghai', 'url': 'http://en.wikipedia.org/wiki/Shanghai_International_Circuit', 'circuitName': 'Shanghai International Circuit', 'Location': {'lat': '31.3389', 'long': '121.22', 'locality': 'Shanghai', 'country': 'China'}}",http://en.wikipedia.org/wiki/2007_Chinese_Grand_Prix,
,2007,Brazilian Grand Prix,,,,17,16:00:00Z,2007-10-21,"{'circuitId': 'interlagos', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace', 'circuitName': 'Autódromo José Carlos Pace', 'Location': {'lat': '-23.7036', 'long': '-46.6997', 'locality': 'São Paulo', 'country': 'Brazil'}}",http://en.wikipedia.org/wiki/2007_Brazilian_Grand_Prix,
,2008,Australian Grand Prix,,,,1,04:30:00Z,2008-03-16,"{'circuitId': 'albert_park', 'url': 'http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit', 'circuitName': 'Albert Park Grand Prix Circuit', 'Location': {'lat': '-37.8497', 'long': '144.968', 'locality': 'Melbourne', 'country': 'Australia'}}",http://en.wikipedia.org/wiki/2008_Australian_Grand_Prix,
,2008,Malaysian Grand Prix,,,,2,07:00:00Z,2008-03-23,"{'circuitId': 'sepang', 'url': 'http://en.wikipedia.org/wiki/Sepang_International_Circuit', 'circuitName': 'Sepang International Circuit', 'Location': {'lat': '2.76083', 'long': '101.738', 'locality': 'Kuala Lumpur', 'country': 'Malaysia'}}",http://en.wikipedia.org/wiki/2008_Malaysian_Grand_Prix,
,2008,Bahrain Grand Prix,,,,3,11:30:00Z,2008-04-06,"{'circuitId': 'bahrain', 'url': 'http://en.wikipedia.org/wiki/Bahrain_International_Circuit', 'circuitName': 'Bahrain International Circuit', 'Location': {'lat': '26.0325', 'long': '50.5106', 'locality': 'Sakhir', 'country': 'Bahrain'}}",http://en.wikipedia.org/wiki/2008_Bahrain_Grand_Prix,
,2008,Spanish Grand Prix,,,,4,12:00:00Z,2008-04-27,"{'circuitId': 'catalunya', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya', 'circuitName': 'Circuit de Barcelona-Catalunya', 'Location': {'lat': '41.57', 'long': '2.26111', 'locality': 'Montmeló', 'country': 'Spain'}}",http://en.wikipedia.org/wiki/2008_Spanish_Grand_Prix,
,2008,Turkish Grand Prix,,,,5,12:00:00Z,2008-05-11,"{'circuitId': 'istanbul', 'url': 'http://en.wikipedia.org/wiki/Istanbul_Park', 'circuitName': 'Istanbul Park', 'Location': {'lat': '40.9517', 'long': '29.405', 'locality': 'Istanbul', 'country': 'Turkey'}}",http://en.wikipedia.org/wiki/2008_Turkish_Grand_Prix,
,2008,Monaco Grand Prix,,,,6,12:00:00Z,2008-05-25,"{'circuitId': 'monaco', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Monaco', 'circuitName': 'Circuit de Monaco', 'Location': {'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}}",http://en.wikipedia.org/wiki/2008_Monaco_Grand_Prix,
,2008,Canadian Grand Prix,,,,7,17:00:00Z,2008-06-08,"{'circuitId': 'villeneuve', 'url': 'http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve', 'circuitName': 'Circuit Gilles Villeneuve', 'Location': {'lat': '45.5', 'long': '-73.5228', 'locality': 'Montreal', 'country': 'Canada'}}",http://en.wikipedia.org/wiki/2008_Canadian_Grand_Prix,
